9;37
9;10
9;9
9;34
9;13
9;38
9;36
9;10
9;34
7;8
72;81
72;75
23;23
48;48
48;50
59;78
48;78
48;77
60;60
60;60
42;78
14;36
42;48
42;42
42;48
42;78
42;42
42;42
31;40
50;78
50;50
50;50
50;77
4;36
48;78
48;77
54;78
54;77
4;37
4;36
51;57
51;57
16;37
7;37
7;7
10;37
1;37
7;37
48;49
9;37
9;36
9;9
68;81
47;47
47;47
47;47
34;37
73;81
73;75
73;73
75;78
51;78
51;51
51;76
51;77
55;76
55;77
16;37
1;37
1;5
1;7
1;36
10;37
10;34
10;10
10;34
10;10
6;37
9;9
9;37
9;9
9;36
9;9
75;78
75;76
49;49
34;36
34;37
34;35
42;42
42;78
83;83
73;81
23;25
1;37
8;8
8;8
75;81
75;82
59;61
42;45
42;78
42;46
42;77
14;37
14;36
32;34
32;40
57;76
57;78
57;58
12;37
12;36
12;39
50;78
50;51
50;50
50;77
26;40
75;81
75;82
53;78
53;77
34;34
34;37
7;7
80;81
80;83
29;30
29;31
29;31
29;30
66;72
66;81
66;70
8;8
13;36
31;40
32;34
22;23
22;23
8;9
8;8
8;36
8;8
8;8
8;8
7;37
29;41
29;34
1;1
1;37
1;5
1;5
20;23
40;41
40;83
40;40
48;78
48;77
75;78
17;37
23;25
23;25
48;48
48;48
39;83
39;40
8;8
10;37
10;10
10;38
10;36
10;16
10;34
8;8
73;81
51;79
51;59
51;78
51;75
51;51
51;75
51;76
51;77
8;11
17;37
17;19
17;35
17;18
17;18
17;40
17;36
34;37
49;49
49;49
49;49
49;49
49;49
49;49
49;55
49;49
16;16
51;52
51;52
70;71
17;37
17;17
17;17
19;31
19;40
19;34
54;77
16;37
8;37
8;9
8;8
8;8
8;36
60;73
6;37
6;34
6;38
6;36
48;48
48;48
51;51
59;63
59;62
59;61
34;37
60;63
60;60
60;61
60;64
4;7
4;7
48;78
68;82
45;48
45;48
45;78
45;77
45;48
57;58
57;58
65;65
50;78
50;50
50;50
50;77
50;51
50;75
79;81
79;82
79;80
10;37
10;34
47;51
32;40
55;77
7;37
7;8
74;76
27;40
51;51
59;76
59;75
59;78
18;20
18;20
18;20
58;58
58;59
49;49
49;49
7;37
7;7
7;7
7;7
7;7
53;77
53;54
53;78
53;54
51;51
51;78
51;77
51;51
51;75
67;81
29;30
52;52
56;76
8;8
8;37
8;8
8;8
8;8
51;78
51;52
51;51
49;49
49;78
49;49
49;49
49;49
49;49
8;9
8;37
46;46
46;48
46;48
46;78
46;48
14;36
13;36
8;8
75;78
75;82
9;37
75;78
23;25
23;25
23;25
51;59
51;79
51;78
51;59
51;51
51;52
51;52
51;76
51;57
51;77
51;51
51;51
51;52
51;55
11;18
50;50
50;78
50;50
50;50
50;77
34;34
34;40
34;41
71;71
18;18
18;20
18;20
18;18
18;18
4;36
69;82
51;78
1;37
8;8
8;8
8;8
8;8
8;8
48;75
48;78
48;50
48;49
48;48
48;48
48;77
48;49
7;8
34;41
34;37
18;37
18;20
18;34
45;48
45;49
45;78
45;48
23;25
23;24
23;23
23;25
12;37
12;36
12;77
8;8
8;8
8;8
75;78
75;82
82;82
60;60
50;79
50;54
50;54
50;78
50;75
50;50
50;77
75;78
75;76
23;25
53;78
53;77
49;49
42;78
42;78
42;80
42;77
6;37
6;36
6;8
42;78
18;20
47;47
51;52
56;59
9;37
9;9
9;34
9;36
75;78
4;37
4;7
4;7
4;7
4;36
49;49
49;49
49;49
49;49
14;37
14;38
14;36
17;37
17;36
17;17
19;25
19;40
19;34
49;54
49;78
49;50
49;77
55;77
55;55
55;78
34;41
34;37
52;59
34;35
34;41
34;40
34;37
10;37
10;35
10;10
10;38
10;36
10;17
7;7
7;37
7;7
7;7
7;7
7;36
7;8
48;78
48;49
58;78
58;75
60;60
1;37
29;30
29;31
29;30
49;49
49;49
49;49
49;49
49;49
49;49
58;58
45;77
59;61
49;54
49;78
49;50
49;77
49;49
8;8
8;8
8;8
8;8
8;8
8;36
8;8
18;20
18;20
18;20
48;48
63;64
63;64
75;77
75;78
70;72
1;37
1;5
1;8
1;7
1;5
1;36
1;4
81;81
81;82
81;83
7;37
7;9
7;36
64;66
20;20
10;10
10;11
10;11
75;81
75;76
75;82
8;8
8;8
49;49
63;64
5;37
5;7
5;7
5;7
5;7
1;37
1;36
34;37
42;78
42;77
51;78
15;36
53;78
53;77
7;37
7;8
7;36
51;76
51;78
14;37
14;35
14;36
14;17
34;37
49;49
49;49
49;78
49;49
49;49
67;81
72;81
15;40
17;18
13;36
13;77
59;61
66;66
9;37
9;10
9;36
12;36
12;37
35;36
35;39
35;77
35;76
35;37
35;35
35;38
35;41
35;83
35;40
20;40
60;60
60;60
60;60
73;81
10;10
10;37
23;23
23;23
23;23
10;37
10;11
10;35
10;11
10;10
10;11
10;18
10;38
10;18
10;36
10;14
47;75
47;78
55;59
55;76
55;77
75;78
49;49
49;49
49;49
5;5
18;20
18;20
14;36
55;77
45;78
45;77
61;61
47;78
47;77
42;46
42;42
42;48
42;78
42;46
42;42
42;46
42;48
49;49
49;49
49;49
10;37
10;11
10;11
10;11
59;61
59;61
59;61
30;40
51;52
51;51
51;51
51;52
51;52
51;52
59;60
59;61
30;30
30;40
57;57
76;81
76;80
76;76
76;83
76;77
76;78
76;79
76;82
19;19
8;36
8;8
69;82
49;78
49;77
64;66
29;30
61;61
61;61
61;61
8;8
8;8
55;77
32;40
64;66
57;78
57;76
57;77
57;58
5;7
5;7
51;78
7;37
7;9
58;59
53;77
53;80
53;78
19;40
51;79
51;78
51;51
51;75
51;76
51;77
51;51
51;75
64;64
64;64
64;65
64;66
54;77
54;78
36;76
36;80
36;37
36;38
36;41
36;53
36;40
36;36
36;39
36;77
36;54
36;83
59;59
59;78
59;59
59;61
59;75
59;73
59;61
59;61
7;7
7;7
13;36
20;20
50;78
50;51
50;51
50;77
48;48
48;48
57;78
57;75
64;65
64;66
8;8
8;8
19;23
49;50
49;78
49;50
49;77
58;77
58;75
10;37
18;20
18;20
6;37
6;6
6;6
48;78
48;48
48;48
48;48
48;77
75;78
5;7
12;37
12;36
34;41
34;37
42;42
49;49
49;78
49;49
49;49
49;49
49;49
56;56
56;81
56;76
56;56
10;37
10;10
10;10
26;40
61;81
46;47
46;48
46;78
46;47
46;48
46;47
46;48
46;47
46;48
59;61
59;61
42;78
42;46
42;48
6;6
49;49
49;49
49;49
49;49
49;49
49;49
75;78
75;82
14;36
14;37
8;8
70;81
70;82
70;75
20;40
59;61
37;38
37;39
37;41
37;40
37;37
54;78
54;77
54;55
78;81
78;79
78;78
78;82
78;80
56;77
8;8
7;8
15;40
66;81
8;8
8;37
8;8
59;63
19;19
15;20
15;40
10;11
10;11
59;61
1;37
60;81
60;75
60;66
60;73
13;36
10;10
10;37
10;36
10;10
16;37
18;20
18;20
18;20
22;23
22;23
49;49
49;49
16;37
25;34
42;78
18;22
18;18
51;79
51;78
51;57
51;77
9;9
9;37
9;9
9;36
22;23
22;23
34;34
34;37
34;37
64;66
17;37
48;78
48;48
48;77
8;8
8;8
63;64
63;64
63;66
7;37
7;7
7;36
7;7
31;34
31;32
31;32
31;40
11;16
11;18
11;16
11;17
54;77
56;61
56;81
51;57
70;72
38;38
38;39
38;40
38;41
61;81
61;64
49;49
49;49
49;49
49;49
19;24
19;23
19;40
19;19
56;61
56;81
56;76
56;61
34;40
34;41
34;37
7;37
7;8
7;36
7;37
7;36
10;11
77;81
77;79
77;78
77;77
77;80
10;37
10;10
10;10
10;36
10;10
10;10
66;81
51;79
51;78
51;75
51;76
51;57
51;77
51;51
51;58
25;40
18;20
49;49
63;64
63;64
63;64
51;78
29;30
18;20
55;76
55;79
55;78
55;77
34;40
1;5
1;7
1;5
1;5
1;5
32;40
13;36
1;37
49;49
49;49
49;49
49;49
49;49
49;49
8;9
8;37
8;10
8;36
8;9
10;10
10;37
10;10
23;23
1;1
1;37
1;7
1;1
1;1
1;7
1;1
10;11
60;81
14;36
